siteID,plotID,nlcdClass,elevation,collectDate,individualCount,testResult,testPathogenName,subsampleID,month,year
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia mayonii,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia burgdorferi sensu lato,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia mayonii,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Ixodes pacificus,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia sp.,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Positive,Borrelia burgdorferi sensu lato,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Ixodes pacificus,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Ixodes pacificus,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Babesia microti,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Babesia microti,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-07-07,1,Negative,Borrelia burgdorferi sensu lato,HARV_022.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Borrelia burgdorferi sensu lato,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Borrelia sp.,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Babesia microti,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Borrelia mayonii,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Ehrlichia muris-like,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_001,deciduousForest,202.1,2016-07-07,1,Negative,Ixodes pacificus,HARV_001.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia sp.,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ixodes pacificus,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia mayonii,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia burgdorferi sensu lato,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia mayonii,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia sp.,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Positive,Borrelia sp.,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Babesia microti,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Babesia microti,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia mayonii,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ixodes pacificus,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ehrlichia muris-like,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Babesia microti,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Babesia microti,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia burgdorferi sensu lato,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ehrlichia muris-like,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia mayonii,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Positive,Borrelia burgdorferi sensu lato,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ixodes pacificus,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ehrlichia muris-like,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ixodes pacificus,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Ehrlichia muris-like,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia sp.,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia burgdorferi sensu lato,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_020,woodyWetlands,228.3,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_020.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Ixodes pacificus,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Borrelia mayonii,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Ehrlichia muris-like,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Ehrlichia muris-like,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Borrelia sp.,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Positive,Borrelia burgdorferi sensu lato,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Babesia microti,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Babesia microti,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Borrelia mayonii,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Positive,Borrelia sp.,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Borrelia burgdorferi sensu lato,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Borrelia miyamotoi,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Anaplasma phagocytophilum,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_004,mixedForest,182.6,2016-07-07,1,Negative,Ixodes pacificus,HARV_004.20160707.IXOSCA.N,7,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Ixodes pacificus,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Positive,Borrelia burgdorferi sensu lato,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia mayonii,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Babesia microti,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Ixodes pacificus,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Positive,Borrelia sp.,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Babesia microti,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia mayonii,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia sp.,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia mayonii,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Babesia microti,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia sp.,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Ixodes pacificus,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_022,evergreenForest,185.9,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_022.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Positive,Borrelia sp.,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Babesia microti,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia sp.,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia mayonii,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia mayonii,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ixodes pacificus,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia mayonii,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ixodes pacificus,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ixodes pacificus,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia mayonii,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia mayonii,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia sp.,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Babesia microti,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ixodes pacificus,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Babesia microti,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Babesia microti,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia sp.,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia mayonii,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ixodes pacificus,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ixodes pacificus,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Babesia microti,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Babesia microti,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia sp.,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ixodes pacificus,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Positive,Borrelia burgdorferi sensu lato,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Babesia microti,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia mayonii,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia sp.,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_004,mixedForest,182.6,2016-06-16,1,Negative,Borrelia sp.,HARV_004.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Borrelia sp.,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Ixodes pacificus,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Babesia microti,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_020,woodyWetlands,228.3,2016-06-16,1,Negative,Borrelia mayonii,HARV_020.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Ixodes pacificus,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia sp.,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Ixodes pacificus,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Ixodes pacificus,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia mayonii,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Babesia microti,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia mayonii,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Anaplasma phagocytophilum,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia sp.,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Babesia microti,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia sp.,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia miyamotoi,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Babesia microti,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia mayonii,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Borrelia burgdorferi sensu lato,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2016-06-16,1,Negative,Ehrlichia muris-like,HARV_001.20160616.IXOSCA.N,6,2016
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Ehrlichia muris-like,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Ixodes pacificus,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Anaplasma phagocytophilum,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Positive,Borrelia sp.,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Borrelia miyamotoi,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Ixodes pacificus,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Ixodes pacificus,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Ixodes pacificus,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Anaplasma phagocytophilum,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Positive,Borrelia burgdorferi sensu lato,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Borrelia mayonii,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Babesia microti,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Borrelia miyamotoi,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Borrelia mayonii,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Borrelia burgdorferi sensu lato,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Borrelia miyamotoi,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Babesia microti,HARV_001.20170530.IXOSCA.N,5,2017
HARV,HARV_001,deciduousForest,202.1,2017-05-30,1,Negative,Ehrlichia muris-like,HARV_001.20170530.IXOSCA.N,5,2017
